project_id,mp_name,house,state,constituency,elected_or_nominated,district,area,project_type,recommendation_start_date,expected_sanction_date,snapshot_date,duration_days,sanctioned_amount_inr,released_amount_inr,expenditure_amount_inr,payment_count,physical_progress_pct,expected_progress_pct,delay_days,cost_deviation_pct,completion_status,description,duplicate_group_id,mp_allocated_amount_inr,state_2016_17_sanctioned_crore,state_2016_17_works,state_2018_19_sanctioned_crore,state_2018_19_works,state_2019_20_sanctioned_crore,state_2019_20_works,state_2019_20_expenditure_crore,state_2019_20_completed_works,fund_utilization_pct,unspent_amount_inr,unspent_ratio,progress_gap_pct,peer_cost_zscore,peer_progress_zscore,completion_efficiency_score,mp_completion_efficiency_avg,state_completion_efficiency_avg,payment_velocity_per_30d,early_payment_share,sanction_to_release_days,recommendation_to_sanction_days,vendor_id,latitude,longitude,geo_source,is_anomaly,anomaly_type
MPLADS-00047,BAG MITALI,Lok Sabha,West Bengal,ARAMBAG(SC),Elected MP,District-68,Gram Panchayat-10,School Infrastructure,2020-07-13,2020-11-25,2024-03-31,165,590126.59,513039.19,463812.66,3,68.71,49.76,1030,-21.4,In Progress,"Construction or repair of school infrastructure at Gram Panchayat-10, District-68, West Bengal",,98000000,304.34,4704,338.39,4752,347.82,5151,123.1,2613,78.6,126313.93,0.214,-18.95,0.8674,0.0259,68.71,67.56,65.23,0.5455,0.3683,77,135,VEND-SYN-0248,34.217255,71.462004,synthetic_placeholder,0,none
MPLADS-00048,Ganesh Singh,Lok Sabha,Madhya Pradesh,SATNA,Elected MP,District-11,Gram Panchayat-18,School Infrastructure,2020-05-22,2020-08-18,2024-03-31,431,251492.1,225101.1,169775.61,2,62.7,76.75,859,-32.49,In Progress,"Construction or repair of school infrastructure at Gram Panchayat-18, District-11, Madhya Pradesh",,123000000,204.36,6032,215.52,6353,239.56,7587,120.02,4586,67.51,81716.49,0.3249,14.05,0.1138,-0.011,62.7,65.66,64.56,0.1392,0.3209,48,88,VEND-SYN-0552,30.410749,74.071715,synthetic_placeholder,0,none
MPLADS-00049,Anto Antony,Lok Sabha,Kerala,PATHANAMTHITTA,Elected MP,District-74,Block-9,Bridge/Culvert,2022-09-21,2022-11-24,2024-03-31,280,933051.32,682160.29,593424.56,4,85.93,77.38,221,-36.4,In Progress,"Bridge, culvert and connectivity work at Block-9, District-74, Kerala",,235000000,159.59,2352,137.71,2064,205.07,2477,110.79,1991,63.6,339626.76,0.364,-8.55,-0.2736,1.0766,85.93,70.4,65.2,0.4286,0.4584,12,64,VEND-SYN-0320,27.825119,73.429084,synthetic_placeholder,0,none
MPLADS-00050,AVIMANYU SETHI,Lok Sabha,Odisha,BHADRAK(SC),Elected MP,District-18,Gram Panchayat-22,Street Lighting,2018-12-01,2019-01-16,2024-03-31,639,194828.3,175970.57,99332.47,5,60.21,75.98,1301,-49.02,In Progress,"Street lighting and electrification at Gram Panchayat-22, District-18, Odisha",,123000000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,50.98,95495.83,0.4902,15.77,-0.87,-0.0912,60.21,63.49,65.15,0.2347,0.2564,57,46,VEND-SYN-0142,12.712598,71.189416,synthetic_placeholder,0,none
MPLADS-00051,DEEPENDER SINGH HOODA,Lok Sabha,Haryana,ROHTAK,Elected MP,District-73,Ward-21,Bridge/Culvert,2020-11-22,2021-01-20,2024-03-31,705,508813.37,367352.0,226887.52,5,52.76,69.35,501,-55.41,In Progress,"Bridge, culvert and connectivity work at Ward-21, District-73, Haryana",,186000000,66.09,1295,90.2,1709,90.61,1833,46.18,1198,44.59,281925.85,0.5541,16.59,-0.9022,-0.6774,52.76,69.04,66.91,0.2128,0.2782,43,59,VEND-SYN-0259,23.171195,69.703393,synthetic_placeholder,0,none
MPLADS-00052,Chandra PrakashJoshi,Lok Sabha,Rajasthan,CHITTORGARH,Elected MP,District-39,Block-17,Road Construction,2021-09-03,2022-01-07,2024-03-31,336,715605.06,654235.0,557998.22,1,73.06,84.54,520,-22.02,In Progress,"Road construction and repair at Block-17, District-39, Rajasthan",,266000000,161.14,2060,177.23,2786,188.24,2997,100.53,1983,77.98,157606.84,0.2202,11.48,0.9674,0.2631,73.06,64.94,66.69,0.0893,0.3755,23,126,VEND-SYN-0583,14.402058,80.942499,synthetic_placeholder,0,none
MPLADS-00053,BABUSINGHKUSHWAHA,Lok Sabha,Uttar Pradesh,JAUNPUR,Elected MP,District-68,Village-16,Health Centre,2022-12-15,2023-01-07,2024-03-31,701,414625.08,359008.76,299778.96,5,72.57,65.14,0,-27.7,In Progress,"Primary health centre and medical facility at Village-16, District-68, Uttar Pradesh",,49000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,72.3,114846.12,0.277,-7.43,0.4033,0.3283,72.57,61.58,64.94,0.214,0.199,64,23,VEND-SYN-0311,10.00596,74.076876,synthetic_placeholder,0,none
MPLADS-00054,Gajendra Singh Shekhawat,Lok Sabha,Rajasthan,JODHPUR,Elected MP,District-48,Gram Panchayat-46,Health Centre,2018-02-08,2018-07-03,2024-03-31,254,470390.92,387423.99,342942.09,1,40.16,54.44,1831,-27.09,In Progress,"Primary health centre and medical facility at Gram Panchayat-46, District-48, Rajasthan",,123000000,161.14,2060,177.23,2786,188.24,2997,100.53,1983,72.91,127448.83,0.2709,14.28,0.2223,-1.1992,40.16,64.26,66.69,0.1181,0.3229,118,145,VEND-SYN-0742,18.416724,85.509651,synthetic_placeholder,0,none
MPLADS-00055,GURMEET SINGH MEET HAY,Lok Sabha,Punjab,SANGRUR,Elected MP,District-33,Village-8,Road Construction,2021-04-01,2021-05-23,2024-03-31,568,257057.9,194672.21,104612.5,7,71.78,66.45,510,-59.3,In Progress,"Road construction and repair at Village-8, District-33, Punjab",,235000000,111.48,3575,88.12,5838,109.32,4158,33.67,1722,40.7,152445.4,0.593,-5.33,-1.351,0.3855,71.78,64.06,64.66,0.3697,0.3879,63,52,VEND-SYN-0347,21.126877,78.087476,synthetic_placeholder,0,none
MPLADS-00056,ANAND KUMAR,Lok Sabha,Uttar Pradesh,BAHRAICH(SC),Elected MP,District-36,Block-24,Health Centre,2019-08-31,2019-12-25,2024-03-31,398,225448.7,182207.83,151500.55,5,56.21,71.53,1124,-32.8,In Progress,"Primary health centre and medical facility at Block-24, District-36, Uttar Pradesh",,235000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,67.2,73948.15,0.328,15.32,0.1036,-0.3677,56.21,62.16,64.94,0.3769,0.5404,106,116,VEND-SYN-0061,8.665002,78.129206,synthetic_placeholder,0,none
MPLADS-00057,IQRA CHOUDHARY,Lok Sabha,Uttar Pradesh,KAIRANA,Elected MP,District-72,Ward-25,Bridge/Culvert,2023-08-13,2023-10-15,2024-03-31,466,338793.01,336355.61,285256.0,4,90.26,74.83,0,-15.8,In Progress,"Bridge, culvert and connectivity work at Ward-25, District-72, Uttar Pradesh",,170000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,84.2,53537.01,0.158,-15.43,1.0015,1.0594,90.26,67.62,64.94,0.2575,0.2227,39,63,VEND-SYN-0163,10.314103,93.137566,synthetic_placeholder,0,none
MPLADS-00058,BAIAYANT PANDA,Lok Sabha,Odisha,KENDRAPARA,Elected MP,District-55,Village-21,School Infrastructure,2019-02-05,2019-03-31,2024-03-31,656,244539.06,213035.34,136372.07,3,89.72,76.02,1202,-44.23,In Progress,"Construction or repair of school infrastructure at Village-21, District-55, Odisha",,49000000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,55.77,108166.99,0.4423,-13.7,-0.6593,1.0074,89.72,64.48,65.15,0.1372,0.1473,88,54,VEND-SYN-0104,29.676502,88.334969,synthetic_placeholder,0,none
MPLADS-00059,BALWANT BASWANT WANK|,Lok Sabha,Maharashtra,AMRAVATI(SC),Elected MP,District-31,Gram Panchayat-27,Bridge/Culvert,2020-03-23,2020-05-23,2024-03-31,179,325491.19,237505.6,182204.04,4,100,89.21,1224,-44.02,Completed,"Bridge, culvert and connectivity work at Gram Panchayat-27, District-31, Maharashtra",,123000000,304.37,6075,302.47,5787,393.02,5962,247.67,5458,55.98,143287.15,0.4402,-10.79,-0.614,1.4917,100,68.01,65.03,0.6704,0.1783,112,61,VEND-SYN-0922,30.735272,86.000138,synthetic_placeholder,0,none
MPLADS-00060,BRUMOHANAGRAWAL,Lok Sabha,Chhattisgarh,RAIPUR,Elected MP,District-26,Ward-3,Bridge/Culvert,2020-09-17,2020-10-13,2024-03-31,532,382300.57,302021.53,174193.57,5,94.52,78.92,667,-54.44,In Progress,"Bridge, culvert and connectivity work at Ward-3, District-26, Chhattisgarh",,266000000,107.05,3099,109.83,2091,101.23,2123,39.31,1168,45.56,208107.0,0.5444,-15.6,-1.3066,1.2306,94.52,64.59,64.16,0.282,0.3364,10,26,VEND-SYN-0151,19.384691,68.744554,synthetic_placeholder,0,none
MPLADS-00061,Jagannath Sarkar,Lok Sabha,West Bengal,RANAGHAT(SC),Elected MP,District-69,Village-41,Health Centre,2021-01-22,2021-04-05,2024-03-31,299,335643.92,268802.87,175708.05,2,100,96.32,808,-47.65,Completed,"Primary health centre and medical facility at Village-41, District-69, West Bengal",,170000000,304.34,4704,338.39,4752,347.82,5151,123.1,2613,52.35,159935.87,0.4765,-3.68,-0.7295,1.4711,100,65.36,65.23,0.2007,0.2174,13,73,VEND-SYN-0167,31.919326,88.726859,synthetic_placeholder,0,none
MPLADS-00062,AKHILESH YADAV,Lok Sabha,Uttar Pradesh,KANNAUJ,Elected MP,District-75,Gram Panchayat-37,Sanitation,2019-12-18,2020-03-15,2024-03-31,359,501722.68,448139.53,281706.01,7,44.55,56.69,1131,-43.85,In Progress,"Community sanitation and drainage at Gram Panchayat-37, District-75, Uttar Pradesh",,147000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,56.15,220016.67,0.4385,12.14,-0.5892,-0.9263,44.55,64.74,64.94,0.585,0.5713,82,88,VEND-SYN-0197,32.799534,95.644471,synthetic_placeholder,0,none
MPLADS-00063,DR.K.SUDHAKAR,Lok Sabha,Karnataka,CHIKBALLAPUR,Elected MP,District-69,Block-7,Sanitation,2021-05-28,2021-06-22,2024-03-31,631,1546721.99,1400564.53,919569.2,3,75.96,91.23,324,-40.55,In Progress,"Community sanitation and drainage at Block-7, District-69, Karnataka",,89248285,180.29,3322,207.73,4002,219.29,3307,107.57,1719,59.45,627152.79,0.4055,15.27,-0.4678,0.3741,75.96,68.8,65.61,0.1426,0.3033,37,25,VEND-SYN-0807,31.003744,72.370142,synthetic_placeholder,0,none
MPLADS-00064,DR. RAJ KUMAR CHABBEWA,Lok Sabha,Punjab,HOSHIARPUR(SC),Elected MP,District-04,Village-27,Community Hall,2023-07-31,2023-10-12,2024-03-31,645,481720.97,427864.85,263976.11,3,35.91,64.28,0,-45.2,In Progress,"Community hall and public building at Village-27, District-04, Punjab",,98000000,111.48,3575,88.12,5838,109.32,4158,33.67,1722,54.8,217744.86,0.452,28.37,-0.5597,-1.4284,35.91,61.12,64.66,0.1395,0.3654,101,73,VEND-SYN-0173,23.713851,79.465407,synthetic_placeholder,1,rule_flagged_other
MPLADS-00065,ATULGARG,Lok Sabha,Uttar Pradesh,GHAZIABAD,Elected MP,District-70,Block-24,Park Development,2019-03-28,2019-04-17,2024-03-31,559,273055.2,213511.97,191306.18,4,72.8,61.92,1253,-29.94,In Progress,"Park, playground and open space at Block-24, District-70, Uttar Pradesh",,123000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,70.06,81749.02,0.2994,-10.88,0.196,0.3059,72.8,66.34,64.94,0.2147,0.3573,63,20,VEND-SYN-0789,10.598764,70.536089,synthetic_placeholder,0,none
MPLADS-00066,DR. RAJESH MISHRA,Lok Sabha,Madhya Pradesh,SIDHI,Elected MP,District-29,Ward-29,Bridge/Culvert,2019-06-19,2019-10-08,2024-03-31,464,397645.69,333405.43,300286.79,5,42.54,54.3,1112,-24.48,In Progress,"Bridge, culvert and connectivity work at Ward-29, District-29, Madhya Pradesh",,186000000,204.36,6032,215.52,6353,239.56,7587,120.02,4586,75.52,97358.9,0.2448,11.76,0.4928,-0.8997,42.54,64.86,64.56,0.3233,0.1979,86,111,VEND-SYN-0385,30.758758,81.113348,synthetic_placeholder,0,none
MPLADS-00067,BASTIPATINAGARAJU PANC,Lok Sabha,Andhra Pradesh,KURNOOL,Elected MP,District-01,Ward-35,Sanitation,2021-05-24,2021-08-26,2024-03-31,366,338954.33,250601.12,228097.87,1,66.16,76.93,507,-32.71,In Progress,"Community sanitation and drainage at Ward-35, District-01, Andhra Pradesh; community asset work",DUP-00066,196000000,172.8,5206,184.04,4780,202.26,3888,116.04,3542,67.29,110856.46,0.3271,10.77,0.1681,0.0142,66.16,64.21,66.5,0.082,0.482,93,94,VEND-SYN-0920,32.087662,96.130302,synthetic_placeholder,1,duplicate_work
MPLADS-00068,GAIKWAD VARSHA EKNATH,Lok Sabha,Maharashtra,MUMBAINORTH-CENTRAL,Elected MP,District-01,Block-21,Sanitation,2019-04-05,2019-08-22,2024-03-31,596,378454.47,363016.24,200656.58,5,83.39,53.84,1111,-46.98,In Progress,"Community sanitation and drainage at Block-21, District-01, Maharashtra",,49000000,304.37,6075,302.47,5787,393.02,5962,247.67,5458,53.02,177797.89,0.4698,-29.55,-0.7323,0.8123,83.39,61.68,65.03,0.2517,0.228,99,139,VEND-SYN-0240,33.093636,87.885752,synthetic_placeholder,0,none
MPLADS-00069,ARUN BHARTI,Lok Sabha,Bihar,JAMUI(SC),Elected MP,District-08,Village-5,Drinking Water,2020-07-05,2020-07-27,2024-03-31,498,733827.51,594071.22,523200.82,4,60.13,62.21,804,-28.7,In Progress,"Drinking water supply and handpump at Village-5, District-08, Bihar",,196000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,71.3,210626.69,0.287,2.08,0.3902,-0.3677,60.13,65.77,64.34,0.241,0.4456,86,22,VEND-SYN-0518,30.729763,89.694205,synthetic_placeholder,0,none
MPLADS-00070,CHHATRA PAL SINGH GANC,Lok Sabha,Uttar Pradesh,BAREILLY,Elected MP,District-11,Village-35,Road Construction,2020-04-03,2020-08-26,2024-03-31,485,761452.59,659288.8,628455.48,5,50.88,60.34,779,-17.47,In Progress,"Road construction and repair at Village-35, District-11, Uttar Pradesh",,98000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,82.53,132997.11,0.1747,9.46,0.7893,-0.6046,50.88,64.24,64.94,0.3093,0.3949,92,145,VEND-SYN-0459,14.569521,75.57659,synthetic_placeholder,0,none
MPLADS-00071,Gyaneshwar Patil,Lok Sabha,Madhya Pradesh,KHANDWA,Elected MP,District-10,Gram Panchayat-4,Street Lighting,2019-03-27,2019-04-28,2024-03-31,120,323552.85,275576.43,213376.56,5,76.8,76.09,1648,-34.05,In Progress,"Street lighting and electrification at Gram Panchayat-4, District-10, Madhya Pradesh",,186000000,204.36,6032,215.52,6353,239.56,7587,120.02,4586,65.95,110176.29,0.3405,-0.71,0.1201,0.3469,76.8,63.28,64.56,1.25,0.2132,22,32,VEND-SYN-0731,9.906935,97.149057,synthetic_placeholder,0,none
MPLADS-00072,Alok Kumar Suman,Lok Sabha,Bihar,GOPALGANJ (SC),Elected MP,District-09,Town-39,Health Centre,2018-01-21,2018-05-29,2024-03-31,652,814495.15,744791.36,498036.38,6,52.09,52.8,1452,-38.85,In Progress,"Primary health centre and medical facility at Town-39, District-09, Bihar",,123000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,61.15,316458.77,0.3885,0.71,-0.2429,-0.5992,52.09,63.19,64.34,0.2761,0.1476,118,128,VEND-SYN-0395,9.525298,78.287624,synthetic_placeholder,0,none
MPLADS-00073,Devusinh Jesingbhai Chauha,Lok Sabha,Gujarat,KHEDA,Elected MP,District-14,Ward-35,Sanitation,2023-11-28,2024-02-13,2024-03-31,413,228930.76,171884.09,141021.85,3,100,91.91,0,-38.4,Completed,"Community sanitation and drainage at Ward-35, District-14, Gujarat",,49000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,61.6,87908.91,0.384,-8.09,-0.3027,1.3132,100,65.95,64.81,0.2179,0.1797,102,77,VEND-SYN-0619,18.527134,92.724391,synthetic_placeholder,0,none
MPLADS-00074,ARUN NEHRU,Lok Sabha,Tamil Nadu,PERAMBALUR,Elected MP,District-75,Ward-5,Sanitation,2021-01-20,2021-04-07,2024-03-31,323,659444.04,545626.19,525060.28,4,66.0,68.56,780,-20.38,In Progress,"Community sanitation and drainage at Ward-5, District-75, Tamil Nadu",,147000000,289.02,4961,317.54,3300,353.91,4916,220.21,2414,79.62,134383.76,0.2038,2.56,0.6405,0.0262,66.0,66.06,65.28,0.3715,0.3166,111,77,VEND-SYN-0399,13.361123,94.23093,synthetic_placeholder,0,none
MPLADS-00075,Ashok Kumar Yadav,Lok Sabha,Bihar,MADHUBANI,Elected MP,District-70,Gram Panchayat-13,Drinking Water,2019-06-30,2019-08-04,2024-03-31,501,762000.07,636080.97,603795.22,7,78.81,76.34,1175,-20.76,In Progress,"Drinking water supply and handpump at Gram Panchayat-13, District-70, Bihar",,277000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,79.24,158204.85,0.2076,-2.47,0.9707,0.4353,78.81,64.73,64.34,0.4192,0.3997,21,35,VEND-SYN-0123,14.934997,74.977302,synthetic_placeholder,0,none
MPLADS-00076,DR.SPSINGH,Lok Sabha,Uttar Pradesh,PRATAPGARH,Elected MP,District-44,Town-8,Street Lighting,2018-03-28,2018-07-05,2024-03-31,432,441361.03,381727.43,267896.14,2,54.86,82.9,1626,-39.3,In Progress,"Street lighting and electrification at Town-8, District-44, Uttar Pradesh",,98000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,60.7,173464.89,0.393,28.04,-0.246,-0.4389,54.86,67.95,64.94,0.1389,0.1798,80,99,VEND-SYN-0743,18.547182,76.694479,synthetic_placeholder,1,rule_flagged_other
MPLADS-00077,ANANTA NAYAK,Lok Sabha,Odisha,KEONJHAR(ST),Elected MP,District-17,Town-30,Road Construction,2020-09-08,2020-11-02,2024-03-31,146,217833.4,190201.48,149703.09,3,92.09,81.52,1106,-31.28,In Progress,"Road construction and repair at Town-30, District-17, Odisha",,49000000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,68.72,68130.31,0.3128,-10.57,0.2075,1.0772,92.09,66.84,65.15,0.6164,0.5573,89,55,VEND-SYN-0102,15.170136,70.134104,synthetic_placeholder,0,none
MPLADS-00078,CHIRAG PASWAN,Lok Sabha,Bihar,HAJIPUR(SC),Elected MP,District-61,Ward-26,Sanitation,2023-05-07,2023-09-11,2024-03-31,622,1328426.02,1019354.42,578281.52,3,63.09,75.61,0,-56.47,In Progress,"Community sanitation and drainage at Ward-26, District-61, Bihar",,277000000,345.2,5391,422.23,7670,411.45,5142,172.24,3955,43.53,750144.5,0.5647,12.52,-0.9532,0.0703,63.09,62.8,64.34,0.1447,0.3847,36,127,VEND-SYN-0572,30.760565,92.9307,synthetic_placeholder,0,none
MPLADS-00079,DHARMENDRA PRADHAN,Lok Sabha,Odisha,SAMBALPUR,Elected MP,District-05,Ward-29,Sanitation,2021-10-29,2022-02-07,2024-03-31,632,298661.88,237992.33,213885.81,3,100,74.98,109,-28.39,Completed,"Community sanitation and drainage at Ward-29, District-05, Odisha",,123000000,172.51,7669,143.98,4897,164.76,7917,63.86,3138,71.61,84776.07,0.2839,-25.02,0.3536,1.2601,100,67.31,65.15,0.1424,0.2723,80,101,VEND-SYN-0847,22.853075,80.351859,synthetic_placeholder,0,none
MPLADS-00080,Bharatsinhji Shankarji Dabhi,Lok Sabha,Gujarat,PATAN,Elected MP,District-69,Ward-3,Community Hall,2021-01-18,2021-05-24,2024-03-31,546,181722.67,170443.99,163208.85,2,100,70.51,507,-10.19,Completed,"Community hall and public building at Ward-3, District-69, Gujarat",,235000000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,89.81,18513.82,0.1019,-29.49,1.2127,1.4138,100,64.38,64.81,0.1099,0.3188,80,126,VEND-SYN-0175,29.450241,70.44449,synthetic_placeholder,0,none
MPLADS-00081,DR. MANSUKH MANDAVIYA,Lok Sabha,Gujarat,PORBANDAR,Elected MP,District-51,Ward-41,Street Lighting,2021-01-17,2021-02-24,2024-03-31,330,303002.52,291712.63,232455.33,3,76.16,70.59,812,-23.28,In Progress,"Street lighting and electrification at Ward-41, District-51, Gujarat",,73500000,196.07,8205,169.87,6281,282.79,11351,135.47,4844,76.72,70547.19,0.2328,-5.57,0.555,0.5458,76.16,61.95,64.81,0.2727,0.3589,102,38,VEND-SYN-0694,23.459747,93.575331,synthetic_placeholder,0,none
MPLADS-00082,Synthetic Lok Sabha MP 082,Lok Sabha,Chandigarh,Chandigarh_02,Elected MP,District-69,Ward-33,Community Hall,2022-10-26,2023-01-12,2024-03-31,554,1738911.55,1680359.92,1178340.36,2,79.48,81.54,0,-32.24,In Progress,"Community hall and public building at Ward-33, District-69, Chandigarh",,245000000,4.51,29,8.59,37,10.71,97,1.16,9,67.76,560571.19,0.3224,2.06,-0.4448,0.3448,79.48,52.12,65.73,0.1083,0.3986,64,78,VEND-SYN-0782,15.267346,86.026499,synthetic_placeholder,0,none
MPLADS-00083,CHHATRA PAL SINGH GANC,Lok Sabha,Uttar Pradesh,BAREILLY,Elected MP,District-70,Ward-38,Sanitation,2019-03-09,2019-07-10,2024-03-31,675,492585.23,392994.19,252851.23,2,80.32,79.41,1054,-48.67,In Progress,"Community sanitation and drainage at Ward-38, District-70, Uttar Pradesh",,49000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,51.33,239734.0,0.4867,-0.91,-0.8333,0.6302,80.32,64.24,64.94,0.0889,0.3538,58,123,VEND-SYN-0294,35.122836,76.259217,synthetic_placeholder,0,none
MPLADS-00084,D Ravikumar,Lok Sabha,Tamil Nadu,VILUPPURAM(SC),Elected MP,District-21,Block-2,Street Lighting,2020-10-15,2021-01-26,2024-03-31,680,432027.27,375178.58,349130.18,7,72.33,89.4,471,-19.19,In Progress,"Street lighting and electrification at Block-2, District-21, Tamil Nadu",,147000000,289.02,4961,317.54,3300,353.91,4916,220.21,2414,80.81,82897.09,0.1919,17.07,0.8328,0.3786,72.33,66.5,65.28,0.3088,0.3661,89,103,VEND-SYN-0556,25.322576,82.153195,synthetic_placeholder,0,none
MPLADS-00085,DAGGUMALLA PRASADA RA,Lok Sabha,Andhra Pradesh,CHITTOOR,Elected MP,District-46,Ward-45,Park Development,2023-10-17,2024-02-06,2024-03-31,700,475534.03,454085.41,425007.42,7,45.73,95.52,0,-10.63,In Progress,"Park, playground and open space at Ward-45, District-46, Andhra Pradesh",,89248285,172.8,5206,184.04,4780,202.26,3888,116.04,3542,89.37,50526.61,0.1063,49.79,1.3785,-1.2383,45.73,67.59,66.5,0.3,0.3883,99,112,VEND-SYN-0924,23.755766,84.651029,synthetic_placeholder,1,progress_gap
MPLADS-00086,Anurag Sharma,Lok Sabha,Uttar Pradesh,JHANSI,Elected MP,District-70,Block-43,Park Development,2022-11-08,2022-12-20,2024-03-31,533,562263.73,459664.3,301862.96,5,65.85,70.67,0,-46.31,In Progress,"Park, playground and open space at Block-43, District-70, Uttar Pradesh",,49000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,53.69,260400.77,0.4631,4.82,-0.7182,0.0175,65.85,65.94,64.94,0.2814,0.3009,109,42,VEND-SYN-0412,30.877162,69.339612,synthetic_placeholder,0,none
MPLADS-00087,AKSHAYA YADAV,Lok Sabha,Uttar Pradesh,FIROZABAD,Elected MP,District-06,Ward-12,Road Construction,2021-05-12,2021-06-19,2024-03-31,319,476039.47,470136.76,392637.6,4,47.13,48.69,670,-17.52,In Progress,"Road construction and repair at Ward-12, District-06, Uttar Pradesh",,245000000,503.59,13244,483.89,17216,920.88,21703,236.7,8304,82.48,83401.87,0.1752,1.56,0.7865,-0.7566,47.13,63.96,64.94,0.3762,0.4277,20,38,VEND-SYN-0908,11.758474,95.795135,synthetic_placeholder,0,none
MPLADS-00088,ARUNA. D. K,Lok Sabha,Telangana,MAHABUBNAGAR,Elected MP,District-41,Ward-37,Community Hall,2018-04-19,2018-05-21,2024-03-31,654,388750.87,353997.23,297552.32,5,63.73,72.25,1456,-23.46,In Progress,"Community hall and public building at Ward-37, District-41, Telangana",,235000000,102.38,3455,124.28,3839,104.59,3331,68.12,2195,76.54,91198.55,0.2346,8.52,0.4896,-0.1532,63.73,63.81,64.53,0.2294,0.2062,43,32,VEND-SYN-0266,28.6505,72.602593,synthetic_placeholder,0,none
MPLADS-00089,CHARANJIT SINGH CHANNI,Lok Sabha,Punjab,JALANDHAR(SC),Elected MP,District-37,Gram Panchayat-43,Road Construction,2018-09-08,2019-01-11,2024-03-31,571,342535.27,260606.27,149727.88,6,53.05,69.94,1297,-56.29,In Progress,"Road construction and repair at Gram Panchayat-43, District-37, Punjab",,170000000,111.48,3575,88.12,5838,109.32,4158,33.67,1722,43.71,192807.39,0.5629,16.89,-1.1907,-0.3054,53.05,67.45,64.66,0.3152,0.1146,64,125,VEND-SYN-0731,24.394785,94.485615,synthetic_placeholder,0,none
